Date,Symbols,Close,High,Low,Open,Volume
2020-11-12,PFE,36.137,36.896,35.838,36.839,46160127
2020-11-12,BNTX,101.63,107.1287,100.5,106.81,3604300
2020-11-12,MRNA,87.81,87.93,83.83,85.18,21750394
2020-11-11,AMZN,3137.39,3139.145,3050.0,3061.78,4366923
2020-11-11,GOOGL,1747.23,1762.9,1743.06,1748.4,1591906
2020-11-11,FB,276.48,278.4,272.48,273.47,14956950
2020-11-11,PFE,37.05,38.686,36.473,37.417,58148717
2020-11-11,BNTX,109.45,112.5,108.6127,112.0,3274124
2020-11-11,MRNA,82.44,83.98,76.13,77.05,18576496
2020-11-10,AMZN,3035.02,3114.0,3019.4828,3095.02,6590956
2020-11-10,GOOGL,1737.72,1759.38,1716.12,1729.77,2151058
2020-11-10,FB,272.43,274.0,264.0,273.1,29067691
2020-11-10,PFE,37.224,39.015,37.012,38.927,78961542
2020-11-10,BNTX,112.76,113.4,106.2,110.0,8029139
2020-11-10,MRNA,76.05,80.38,73.52,80.0,10499395
2020-11-09,AMZN,3143.74,3289.0,3112.1057,3231.03,7190406
2020-11-09,GOOGL,1761.42,1816.89,1757.545,1795.98,2672024
2020-11-09,FB,278.77,292.58,278.53,289.87,25117650
2020-11-09,PFE,37.724,40.409,36.936,40.284,226906239
2020-11-09,BNTX,104.8,115.0,98.51,114.02,14614871
2020-11-09,MRNA,77.74,80.25,75.42,77.75,20266813
2020-11-06,AMZN,3311.37,3322.0,3232.0,3304.64,4647330
2020-11-06,GOOGL,1759.73,1768.495,1736.68,1751.34,1431084
2020-11-06,FB,293.41,294.6,288.06,293.95,13890974
2020-11-06,PFE,35.03,35.338,34.732,35.02,23533860
2020-11-06,BNTX,92.0,92.2,90.33,92.0,861330
2020-11-06,MRNA,72.45,74.16,70.87,71.42,5841047
2020-11-05,AMZN,3322.0,3366.8,3288.88,3319.97,5789285
2020-11-05,GOOGL,1762.5,1791.818,1741.03,1770.45,1987907
2020-11-05,FB,294.68,297.38,288.95,291.8965,23823633
2020-11-05,PFE,35.02,35.896,35.02,35.846,33448260
2020-11-05,BNTX,92.0,92.84,89.67,91.33,1459849
2020-11-05,MRNA,71.48,71.59,70.16,71.09,4449850
2020-11-04,AMZN,3241.16,3244.85,3139.73,3159.99,6839041
2020-11-04,GOOGL,1745.85,1770.03,1703.0,1705.5803,3567149
2020-11-04,FB,287.38,288.94,278.62,281.0,35364424
2020-11-04,PFE,35.558,36.311,35.206,35.301,40708212
2020-11-04,BNTX,90.69,91.1294,86.51,86.51,1701506
2020-11-04,MRNA,69.81,71.55,68.9188,68.97,5442067
2020-11-03,AMZN,3048.41,3074.9,2980.98,3018.53,4897880
2020-11-03,GOOGL,1645.66,1659.0,1612.108,1630.76,1571641
2020-11-03,FB,265.3,270.05,260.88,263.16,17961859
2020-11-03,PFE,34.472,34.882,34.368,34.701,21550657
2020-11-03,BNTX,87.22,88.2,84.85,84.91,1082581
2020-11-03,MRNA,69.08,69.25,66.59,66.75,4366928
2020-11-02,AMZN,3004.48,3079.705,2950.12,3061.74,7257350
2020-11-02,GOOGL,1624.32,1658.24,1614.24,1623.54,2211449
2020-11-02,FB,261.36,270.47,257.34,264.6,27165679
2020-11-02,PFE,34.511,34.531,33.853,34.225,21345516
2020-11-02,BNTX,87.1,88.0,83.18,87.9044,2139891
2020-11-02,MRNA,67.11,68.6,66.55,68.02,4650268
2020-10-30,AMZN,3036.15,3167.004,3019.0,3157.75,8396081
2020-10-30,GOOGL,1616.11,1681.315,1601.57,1667.44,4996197
2020-10-30,FB,263.11,276.7,259.1,274.5,47299002
2020-10-30,PFE,33.796,33.849,33.187,33.567,25546983
2020-10-30,BNTX,85.36,88.5,83.05,87.01,2258283
2020-10-30,MRNA,67.47,71.49,66.85,70.8,7085797
2020-10-29,AMZN,3211.01,3257.25,3164.0,3201.27,6596529
2020-10-29,GOOGL,1556.88,1588.735,1516.55,1517.02,2770343
2020-10-29,FB,280.83,283.6,273.78,276.55,32368118
2020-10-29,PFE,33.606,33.948,32.958,33.796,27435940
2020-10-29,BNTX,84.81,85.7701,79.22,81.49,2512014
2020-10-29,MRNA,71.28,74.539,66.23,68.35,13776433
2020-10-28,AMZN,3162.78,3264.02,3162.47,3249.3,5588330
2020-10-28,GOOGL,1510.8,1553.81,1508.48,1550.01,2258675
2020-10-28,FB,267.67,278.79,267.26,278.79,23121808
2020-10-28,PFE,33.767,35.368,33.645,35.053,33723025
2020-10-28,BNTX,77.54,80.74,75.345,79.89,2566120
2020-10-28,MRNA,65.74,69.47,65.4899,68.95,6043991
2020-10-27,AMZN,3286.33,3291.66,3211.3,3224.94,4291047
2020-10-27,GOOGL,1598.88,1602.0,1576.99,1588.9319,1295138
2020-10-27,FB,283.29,284.51,276.31,278.76,16287249
2020-10-27,PFE,35.653,36.311,35.121,35.282,36705190
2020-10-27,BNTX,83.95,84.055,80.5102,83.0,2222134
2020-10-27,MRNA,70.67,71.35,68.81,70.45,3812879
2020-10-26,AMZN,3207.04,3282.9799,3153.3,3198.74,5901151
2020-10-26,GOOGL,1584.29,1629.58,1567.78,1615.0,1791317
2020-10-26,FB,277.11,285.23,274.26,283.16,21322925
2020-10-26,PFE,36.121,36.216,35.702,36.073,33648945
2020-10-26,BNTX,82.93,89.84,80.35,88.22,2879921
2020-10-26,MRNA,70.24,71.32,68.7,70.36,3872799
2020-10-23,AMZN,3204.4,3205.33,3140.0,3191.0,3466687
2020-10-23,GOOGL,1632.98,1634.12,1611.91,1615.05,1527402
2020-10-23,FB,284.79,285.24,276.82,278.8024,17535155
2020-10-23,PFE,36.368,36.468,35.86,36.131,30436539
2020-10-23,BNTX,88.69,89.99,87.06,89.6045,2079717
2020-10-23,MRNA,70.53,72.3997,68.8,72.3,3735087
2020-10-22,AMZN,3176.4,3198.75,3121.94,3189.87,4212005
2020-10-22,GOOGL,1606.66,1613.42,1577.48,1585.0,1525773
2020-10-22,FB,278.12,282.45,275.04,279.87,16720026
2020-10-22,PFE,35.653,35.788,35.273,35.321,19167201
2020-10-22,BNTX,86.36,90.12,85.4171,88.99,2205906
2020-10-22,MRNA,70.84,72.53,68.4,68.5035,5212065
2020-10-21,AMZN,3184.94,3233.875,3160.0,3212.5,4592736
2020-10-21,GOOGL,1585.99,1615.14,1567.135,1569.85,3016053
2020-10-21,FB,278.73,283.05,276.37,279.56,28998638
2020-10-21,PFE,35.321,35.673,35.301,35.583,18909504
2020-10-21,BNTX,87.72,92.94,85.67,92.75,3384553
2020-10-21,MRNA,68.37,71.5784,68.06,71.57,4614813
2020-10-20,AMZN,3217.01,3266.0,3192.01,3222.28,4509678
2020-10-20,GOOGL,1551.08,1573.84,1520.5,1523.11,2085915
2020-10-20,FB,267.56,269.7,262.88,263.06,18763246
2020-10-20,PFE,35.712,36.091,35.578,36.073,22295952
2020-10-20,BNTX,94.35,96.1167,91.6107,93.92,1872146
2020-10-20,MRNA,71.25,73.1,70.65,72.07,5441299
2020-10-19,AMZN,3207.21,3329.0,3192.735,3299.61,5223626
2020-10-19,GOOGL,1529.95,1583.925,1522.92,1575.93,1486652
2020-10-19,FB,261.4,268.55,259.88,265.53,13586955
2020-10-19,PFE,36.006,37.004,35.853,36.598,31804492
2020-10-19,BNTX,93.92,97.29,92.24,96.23,2800200
2020-10-19,MRNA,70.96,74.09,70.5,73.97,6931283
2020-10-16,AMZN,3272.71,3399.6606,3160.0,3363.23,6474353
2020-10-16,GOOGL,1567.7,1577.71,1557.66,1561.83,1710325
2020-10-16,FB,265.93,271.37,265.3,267.375,16622702
2020-10-16,PFE,36.15,36.311,35.263,35.311,42822711
2020-10-16,BNTX,94.09,94.15,91.55,93.6,2792475
2020-10-16,MRNA,73.94,76.93,73.665,76.06,4693584
2020-10-15,AMZN,3338.65,3355.88,3280.0,3292.01,5223448
2020-10-15,GOOGL,1555.47,1571.395,1541.1301,1544.5,1561485
2020-10-15,FB,266.72,269.04,263.67,267.6,15416064
2020-10-15,PFE,34.816,34.997,34.682,34.892,16033287
2020-10-15,BNTX,90.38,90.419,85.5,85.65,2033226
2020-10-15,MRNA,75.58,76.49,73.7101,75.48,5014595
2020-10-14,AMZN,3363.71,3464.88,3340.0,3447.0,5828916
2020-10-14,GOOGL,1563.44,1583.85,1545.895,1573.31,1659228
2020-10-14,FB,271.82,278.75,271.5,277.62,15601154
2020-10-14,PFE,35.111,35.53,34.835,35.254,22036772
2020-10-14,BNTX,86.86,95.44,85.05,95.419,4198008
2020-10-14,MRNA,76.56,80.01,76.3252,80.01,6643833
2020-10-13,AMZN,3443.63,3492.38,3424.217,3467.99,5744697
2020-10-13,GOOGL,1567.07,1585.16,1558.63,1577.01,1953609
2020-10-13,FB,276.14,279.1,273.39,277.58,18063343
2020-10-13,PFE,35.148,35.364,34.892,34.93,21457627
2020-10-13,BNTX,93.0,94.0162,89.56,90.08,2527487
2020-10-13,MRNA,78.29,81.37,75.52,75.93,13669187
2020-10-12,AMZN,3442.93,3496.24,3339.55,3349.94,8364198
2020-10-12,GOOGL,1564.59,1588.42,1529.3,1538.0,2767164
2020-10-12,FB,275.75,280.18,267.87,270.2,31019256
2020-10-12,PFE,35.073,35.416,34.736,34.958,19336764
2020-10-12,BNTX,88.74,91.9,87.6,91.0,2573113
2020-10-12,MRNA,75.31,75.8514,72.92,73.61,7590764
2020-10-09,AMZN,3286.65,3288.99,3197.83,3210.0,4907871
2020-10-09,GOOGL,1510.45,1511.85,1487.0,1492.86,1648340
2020-10-09,FB,264.45,264.75,262.17,264.52,14107803
2020-10-09,PFE,35.044,35.357,34.854,35.082,23573437
2020-10-09,BNTX,89.04,90.0,87.5,88.98,1462528
2020-10-09,MRNA,73.0,73.67,72.39,73.42,4774015
2020-10-08,AMZN,3190.55,3233.2944,3174.99,3224.99,3174114
2020-10-08,GOOGL,1483.43,1488.0275,1465.45,1465.45,1303802
2020-10-08,FB,263.76,264.62,259.1488,259.75,16312762
2020-10-08,PFE,35.14,35.416,34.777,34.862,17786504
2020-10-08,BNTX,87.95,89.43,85.6,85.83,1826000
2020-10-08,MRNA,72.93,73.76,72.01,73.5,4023816
2020-10-07,AMZN,3195.69,3200.0,3132.385,3135.0,4309439
2020-10-07,GOOGL,1459.14,1468.97,1433.23,1459.31,1805448
2020-10-07,FB,258.12,260.18,254.82,259.21,23133417
2020-10-07,PFE,34.741,34.854,34.32,34.54,22072024
2020-10-07,BNTX,86.23,86.44,80.7,83.32,2354681
2020-10-07,MRNA,72.37,73.24,70.959,71.23,4190611
2020-10-06,AMZN,3099.96,3182.0,3090.0,3165.0,5086857
2020-10-06,GOOGL,1451.02,1484.52,1445.01,1475.5,1304752
2020-10-06,FB,258.66,265.69,258.24,261.78,18696917
2020-10-06,PFE,34.454,35.273,34.378,35.245,25133202
2020-10-06,BNTX,85.59,88.3,83.52,86.84,5702111
2020-10-06,MRNA,71.04,73.92,70.31,72.0,7285512
2020-10-05,AMZN,3199.2,3202.53,3140.85,3145.84,3775332
2020-10-05,GOOGL,1482.83,1484.7,1460.09,1462.65,1080058
2020-10-05,FB,264.65,264.865,260.8401,262.2,12822252
2020-10-05,PFE,35.007,35.131,34.616,34.797,19322980
2020-10-05,BNTX,80.7,81.56,75.65,75.7,3750552
2020-10-05,MRNA,71.95,72.02,69.05,69.64,6518121
2020-10-02,AMZN,3125.0,3195.7965,3123.0,3153.63,5613098
2020-10-02,GOOGL,1455.6,1479.03,1447.35,1459.63,1561132
2020-10-02,FB,259.94,265.15,259.18,261.21,16367597
2020-10-02,PFE,34.653,34.92,34.32,34.348,21376479
2020-10-02,BNTX,73.7,75.0,71.16,71.85,2327847
2020-10-02,MRNA,68.81,72.77,67.25,67.9,8004919
2020-10-01,AMZN,3221.26,3224.0,3172.0,3208.0,4971922
2020-10-01,GOOGL,1487.9,1495.07,1476.8,1483.6608,1644221
2020-10-01,FB,266.63,268.33,264.8,265.35,20009801
2020-10-01,PFE,34.645,35.33,34.447,35.158,22430908
2020-10-01,BNTX,72.71,72.87,69.31,70.0,2371702
2020-10-01,MRNA,70.03,70.2,68.16,69.57,6838969
2020-09-30,AMZN,3148.73,3212.88,3133.99,3141.14,4896101
2020-09-30,GOOGL,1465.6,1486.1975,1455.755,1460.935,2046170
2020-09-30,FB,261.9,266.085,260.1,261.98,20142546
2020-09-30,PFE,34.958,35.205,34.531,34.549,22539405
2020-09-30,BNTX,69.23,69.47,67.0984,67.4,1746815
2020-09-30,MRNA,70.75,75.39,70.16,72.51,15690706
2020-09-29,AMZN,3144.88,3188.26,3132.54,3175.39,3503398
2020-09-29,GOOGL,1466.02,1472.0,1454.0,1463.91,1591112
2020-09-29,FB,261.79,263.33,256.9,257.81,20215504
2020-09-29,PFE,34.454,34.806,34.325,34.701,13477097
2020-09-29,BNTX,66.86,67.1087,65.76,66.6,854092
2020-09-29,MRNA,70.52,71.34,69.5851,70.46,6294318
2020-09-28,AMZN,3174.05,3175.04,3117.1684,3148.85,4224165
2020-09-28,GOOGL,1458.66,1472.99,1446.28,1471.99,1539236
2020-09-28,FB,256.82,259.6,254.8208,259.4,18826254
2020-09-28,PFE,34.663,34.84,34.445,34.445,14984531
2020-09-28,BNTX,66.5,67.8,65.72,66.99,1750004
2020-09-28,MRNA,70.55,71.5,69.1,69.59,7337397
2020-09-25,AMZN,3095.13,3101.54,2999.0,3054.86,4615202
2020-09-25,GOOGL,1439.06,1445.94,1407.68,1425.05,1516677
2020-09-25,FB,254.82,255.75,246.61,249.4,18351311
2020-09-25,PFE,34.34,34.435,33.835,33.853,14308568
2020-09-25,BNTX,66.69,66.8711,61.27,61.27,1670486
2020-09-25,MRNA,69.47,69.73,65.67,65.8865,9190629
2020-09-24,AMZN,3019.79,3069.3,2965.0,2977.79,5529392
2020-09-24,GOOGL,1422.86,1437.99,1402.15,1402.68,1727611
2020-09-24,FB,249.53,252.24,245.62,246.5,20006750
2020-09-24,PFE,34.063,34.33,33.853,34.244,20777028
2020-09-24,BNTX,62.83,63.93,58.81,62.62,2863427
2020-09-24,MRNA,65.17,66.77,63.64,65.5,5565191
2020-09-23,AMZN,2999.86,3126.999,2992.3759,3120.43,5652665
2020-09-23,GOOGL,1409.39,1453.08,1402.68,1452.09,1886299
2020-09-23,FB,249.02,257.9921,248.15,255.26,19641266
2020-09-23,PFE,34.293,34.651,34.258,34.616,23010743
2020-09-23,BNTX,63.83,67.28,63.6861,67.25,1677999
2020-09-23,MRNA,67.16,68.62,65.77,67.865,6919352
2020-09-22,AMZN,3128.99,3133.99,3000.2,3033.835,6948816
2020-09-22,GOOGL,1459.82,1463.97,1429.495,1450.32,1697542
2020-09-22,FB,254.75,255.32,248.22,253.31,30293103
2020-09-22,PFE,34.531,34.606,34.044,34.111,22636986
2020-09-22,BNTX,67.05,67.7573,63.61,65.38,1572284
2020-09-22,MRNA,68.72,69.19,66.67,67.5,6303612
2020-09-21,AMZN,2960.47,2962.0,2871.0,2906.5,6117925
2020-09-21,GOOGL,1430.14,1440.06,1402.68,1431.62,2845405
2020-09-21,FB,248.15,249.95,244.13,247.54,24709378
2020-09-21,PFE,34.311,34.749,33.696,34.645,26503236
2020-09-21,BNTX,66.12,66.2,62.3,65.56,2118737
2020-09-21,MRNA,69.26,69.48,65.46,68.6,8223034
2020-09-18,AMZN,2954.91,3037.8,2905.54,3031.74,8892580
2020-09-18,GOOGL,1451.09,1495.2,1431.62,1488.3,3152788
2020-09-18,FB,252.53,259.2,250.05,258.405,28130767
2020-09-18,PFE,34.892,35.311,34.835,35.035,31568765
2020-09-18,BNTX,67.0,68.44,65.17,68.01,2608880
2020-09-18,MRNA,69.87,70.0,66.1,68.28,13206193
2020-09-17,AMZN,3008.73,3029.432,2972.55,3009.25,6449050
2020-09-17,GOOGL,1487.04,1498.66,1462.46,1485.81,2000356
2020-09-17,FB,254.82,261.5,250.19,258.28,31281441
2020-09-17,PFE,35.073,35.216,34.816,35.035,17823322
2020-09-17,BNTX,66.78,68.71,65.15,66.82,2860010
2020-09-17,MRNA,67.89,70.9,64.6,68.5,13275199
2020-09-16,AMZN,3078.1,3187.238,3074.15,3179.99,4531189
2020-09-16,GOOGL,1512.09,1554.37,1511.59,1542.48,1107169
2020-09-16,FB,263.52,272.44,261.79,267.29,29207594
2020-09-16,PFE,35.035,35.54,34.977,35.512,22157318
2020-09-16,BNTX,66.04,67.29,65.4078,65.51,2237787
2020-09-16,MRNA,68.84,70.04,66.73,67.64,11398006
2020-09-15,AMZN,3156.13,3175.02,3108.92,3136.16,4021535
2020-09-15,GOOGL,1535.12,1550.99,1522.1,1527.89,1152055
2020-09-15,FB,272.42,274.52,269.3,270.67,18478530
2020-09-15,PFE,35.206,35.578,35.063,35.425,21916363
2020-09-15,BNTX,66.92,70.0,66.15,70.0,3168285
2020-09-15,MRNA,66.88,68.41,64.2293,65.0274,9101184
2020-09-14,AMZN,3102.97,3187.39,3096.0,3172.9372,4529596
2020-09-14,GOOGL,1508.83,1557.0,1505.11,1531.6471,2133007
2020-09-14,FB,266.15,276.64,265.7,270.95,24093830
2020-09-14,PFE,35.254,35.756,34.559,34.636,29448152
2020-09-14,BNTX,67.48,69.65,66.77,67.5,3373555
2020-09-14,MRNA,63.67,63.85,60.115,60.15,8930779
2020-09-11,AMZN,3116.22,3217.3409,3083.98,3208.69,5093982
2020-09-11,GOOGL,1515.76,1538.695,1493.02,1528.15,1535337
2020-09-11,FB,266.61,271.39,262.64,270.06,18913883
2020-09-11,PFE,34.358,34.396,33.767,34.044,24013513
2020-09-11,BNTX,65.13,65.28,61.05,61.4521,2515244
2020-09-11,MRNA,59.34,59.51,57.45,58.49,4821869
2020-09-10,AMZN,3175.11,3349.89,3170.55,3307.2188,5330741
2020-09-10,GOOGL,1526.05,1573.66,1520.0,1550.18,1651194
2020-09-10,FB,268.09,279.16,267.0319,275.51,24814669
2020-09-10,PFE,33.958,34.596,33.894,34.482,21564705
2020-09-10,BNTX,61.2,62.28,60.5,62.0,1751775
2020-09-10,MRNA,57.56,60.32,56.87,57.0408,7985321
2020-09-09,AMZN,3268.61,3303.175,3185.0,3202.99,5188675
2020-09-09,GOOGL,1547.23,1558.72,1525.17,1548.9,1962078
2020-09-09,FB,273.72,278.48,271.35,275.77,22918769
2020-09-09,PFE,34.463,34.912,34.425,34.568,27381359
2020-09-09,BNTX,62.32,63.38,60.6,63.0,3406940
2020-09-09,MRNA,56.9,57.19,54.51,56.03,9355441
2020-09-08,AMZN,3149.84,3250.845,3130.0,3144.0,6094205
2020-09-08,GOOGL,1523.6,1555.55,1516.5,1525.0,2701586
2020-09-08,FB,271.16,279.3,269.42,271.28,24863997
2020-09-08,PFE,34.225,34.872,33.987,34.797,26630572
2020-09-08,BNTX,59.83,61.0,58.69,60.16,2887809
2020-09-08,MRNA,54.34,58.6,54.21,57.75,17706208
2020-09-04,AMZN,3294.62,3381.5,3111.13,3318.0,8781754
2020-09-04,GOOGL,1581.21,1634.99,1537.9701,1609.0,2792533
2020-09-04,FB,282.73,289.0,271.14,287.25,30333671
2020-09-04,PFE,34.636,34.892,34.168,34.758,26765506
2020-09-04,BNTX,58.57,59.96,54.1,59.28,1985494
2020-09-04,MRNA,62.6,65.0,59.01,64.99,11653287
2020-09-03,AMZN,3368.0,3488.41,3303.0,3485.0,8161113
2020-09-03,GOOGL,1629.51,1700.0,1607.71,1699.52,3186287
2020-09-03,FB,291.12,297.6,283.63,295.99,32294092
2020-09-03,PFE,34.672,35.712,34.387,35.598,35813956
2020-09-03,BNTX,59.28,63.67,57.1,63.45,2585983
2020-09-03,MRNA,64.84,69.35,64.3,65.65,14307317
2020-09-02,AMZN,3531.45,3552.25,3486.685,3547.0,3931476
2020-09-02,GOOGL,1717.39,1726.1022,1660.19,1668.01,2476072
2020-09-02,FB,302.5,303.6,293.05,298.88,24341369
2020-09-02,PFE,35.435,35.53,34.672,35.026,28953272
2020-09-02,BNTX,61.99,63.29,54.96,56.01,3892797
2020-09-02,MRNA,64.72,64.89,61.3805,62.84,9874614
2020-09-01,AMZN,3499.12,3513.87,3467.0,3489.58,3476407
2020-09-01,GOOGL,1655.08,1659.22,1629.53,1632.16,1133766
2020-09-01,FB,295.44,301.49,292.71,294.71,17320872
2020-09-01,PFE,35.131,36.026,34.777,35.996,36017798
2020-09-01,BNTX,57.81,60.53,56.66,58.71,3575538
2020-09-01,MRNA,63.32,64.5,62.5,63.54,8200671
2020-08-31,AMZN,3450.96,3495.0,3405.0,3408.99,4185885
2020-08-31,GOOGL,1629.53,1644.5,1625.33,1643.57,1321097
2020-08-31,FB,293.2,296.88,291.55,293.95,17345134
2020-08-31,PFE,35.996,36.216,35.721,36.045,29913176
2020-08-31,BNTX,61.25,63.18,60.34,62.82,2217166
2020-08-31,MRNA,64.89,67.2,62.54,67.14,15271802
2020-08-28,AMZN,3401.8,3433.3699,3386.5,3423.0,2896978
2020-08-28,GOOGL,1639.43,1641.35,1625.605,1629.47,1121195
2020-08-28,FB,293.66,297.23,290.98,295.0,17172415
2020-08-28,PFE,36.111,36.255,35.626,36.073,32700121
2020-08-28,BNTX,64.0,65.5,63.32,65.04,1764738
2020-08-28,MRNA,67.49,68.95,67.15,68.04,6383705
2020-08-27,AMZN,3400.0,3453.0,3378.0,3450.05,4264795
2020-08-27,GOOGL,1628.52,1647.99,1618.8137,1646.61,1567503
2020-08-27,FB,293.22,301.23,292.02,300.16,30301309
2020-08-27,PFE,36.063,36.196,35.892,36.16,22068584
2020-08-27,BNTX,65.59,68.69,64.7901,68.2,1980527
2020-08-27,MRNA,68.03,70.32,67.01,69.98,9262562
2020-08-26,AMZN,3441.85,3451.7387,3344.5675,3351.11,6508743
2020-08-26,GOOGL,1644.13,1652.79,1600.9754,1606.3,2609363
2020-08-26,FB,303.91,304.67,284.0,284.0,69015151
2020-08-26,PFE,36.245,36.453,35.873,36.378,23988020
2020-08-26,BNTX,67.9,70.0,67.05,70.0,1711437
2020-08-26,MRNA,70.5,71.64,66.03,67.62,28768082
